,bankCode,bankName,accountTypeName,accountDscription,subscriptionPeriod,minSubscriptionBalance,maxSubscriptionBalance,interesRate,type,accountTypeCode
391,031,대구은행,파랑새정기예금,기한부 저축성 예금으로 목돈을 운용하는데 적합한 정기예금,1개월 이상,100원,제한없음,1.65,deposit,392
392,004,국민은행,일반정기예금,목돈을 일정기간동안 예치하여 안정적인 수익을 목적으로 하는 일시예치식 예금,36개월 이상,10만원,제한없음,3.0,deposit,393
393,C10,조흥저축은행,e-정기예금(단리),비대면정기예금 단리식,12개월,10만원,제한없음,4.5,deposit,394
394,A08,대신저축은행,스마트 회전정기예금,회전주기(매1년) 단위로 약정이율이 변동되는 모바일전용 회전정기예금,36개월,10만원,제한없음,4.2,deposit,395
395,A08,대신저축은행,회전정기예금,회전주기(매1년) 단위로 약정이율이 변동되는 영업점전용 회전정기예금,36개월,10만원,제한없음,4.2,deposit,396
396,A08,대신저축은행,대신든든정기예금,"금융사기 피해예방을 위한 오프라인 전용(신규,해지) 예금 상품",12개월,10만원,제한없음,4.2,deposit,397
397,A08,대신저축은행,대신든든정기예금,"금융사기 피해예방을 위한 오프라인 전용(신규,해지) 예금 상품",13개월,10만원,제한없음,4.25,deposit,398
398,A08,대신저축은행,대신든든정기예금,"금융사기 피해예방을 위한 오프라인 전용(신규,해지) 예금 상품",24개월,10만원,제한없음,3.65,deposit,399
399,A07,SBI저축은행,e_SeedMoney정기예금,e-SeedMoney정기적금 만기해약 고객 대상으로 우대금리 제공,12개월,10만원,e-SeedMoney정기적금 만기해약금액 이하,3.6,deposit,400
400,A08,대신저축은행,대신든든정기예금,"금융사기 피해예방을 위한 오프라인 전용(신규,해지) 예금 상품",36개월,10만원,제한없음,3.65,deposit,401
401,A08,대신저축은행,스마트정기예금,"복잡한 우대금리 조건 없이 여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 모바일 전용상품",3개월,10만원,제한없음,2.0,deposit,402
402,A08,대신저축은행,스마트정기예금,"복잡한 우대금리 조건 없이 여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 모바일 전용상품",6개월,10만원,제한없음,3.6,deposit,403
403,A08,대신저축은행,스마트정기예금,"복잡한 우대금리 조건 없이 여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 모바일 전용상품",12개월,10만원,제한없음,4.1,deposit,404
404,A08,대신저축은행,스마트정기예금,"복잡한 우대금리 조건 없이 여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 모바일 전용상품",24개월,10만원,제한없음,3.5,deposit,405
405,A08,대신저축은행,스마트정기예금,"복잡한 우대금리 조건 없이 여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 모바일 전용상품",36개월,10만원,제한없음,3.5,deposit,406
406,A08,대신저축은행,정기예금,"여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 상품",3개월,10만원,제한없음,2.0,deposit,407
407,A08,대신저축은행,정기예금,"여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 상품",6개월,10만원,제한없음,3.6,deposit,408
408,A08,대신저축은행,정기예금,"여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 상품",12개월,10만원,제한없음,4.1,deposit,409
409,A08,대신저축은행,정기예금,"여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 상품",24개월,10만원,제한없음,3.4,deposit,410
410,A08,대신저축은행,정기예금,"여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 상품",36개월,10만원,제한없음,3.4,deposit,411
411,D07,머스트삼일저축은행,정기예금 단리식,일정금액을 일정기간 동안 예치하여 월 단위 정해진 이자를 받은 상품으로 목돈 운용에 적합,3개월 이상,10만원 이상,제한없음,1.0,deposit,412
412,D05,드림저축은행,톡톡 정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식 정기예금.,24개월 이상,10만원 이상,제한없음,3.1,deposit,413
413,D07,머스트삼일저축은행,정기예금 단리식,일정금액을 일정기간 동안 예치하여 월 단위 정해진 이자를 받은 상품으로 목돈 운용에 적합,6개월 이상,10만원 이상,제한없음,3.0,deposit,414
414,004,국민은행,일반정기예금,목돈을 일정기간동안 예치하여 안정적인 수익을 목적으로 하는 일시예치식 예금,3개월 이상,10만원,제한없음,2.0,deposit,415
415,088,신한은행,Tops보증 정기예금,회전기간 단위로 계약기간 이내에서 이자율이 변경 적용되는 정기예금,12개월 이상,3백만원 이상,제한없음,2.15,deposit,416
416,C01,BNK저축은행,삼삼한정기예금(복리식),예치기간 또는 매일의 예치잔액에 따라 정해진 해당이율을 적용하는 예금 상품,36개월,10만원,제한없음,4.3,deposit,417
417,D05,드림저축은행,톡톡 정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식 정기예금.,36개월,10만원 이상,제한없음,2.6,deposit,418
418,C01,BNK저축은행,삼삼한정기예금(단리식),매1년 회전주기 단위로 약정이율이 변동되는 거치식 예금,36개월,10만원,제한없음,4.3,deposit,419
419,C01,BNK저축은행,정기예금(복리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,1개월 이상,10만원,제한없음,2.1,deposit,420
420,C01,BNK저축은행,정기예금(복리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,3개월 이상,10만원,제한없음,2.4,deposit,421
421,C01,BNK저축은행,정기예금(복리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,6개월 이상,10만원,제한없음,3.0,deposit,422
422,C01,BNK저축은행,정기예금(복리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,12개월 이상,10만원,제한없음,4.2,deposit,423
423,C01,BNK저축은행,정기예금(복리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,24개월 이상,10만원,제한없음,3.2,deposit,424
424,C01,BNK저축은행,정기예금(복리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,36개월,10만원,제한없음,3.0,deposit,425
425,C01,BNK저축은행,정기예금(단리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,1개월 이상,10만원,제한없음,2.1,deposit,426
426,C01,BNK저축은행,정기예금(단리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,3개월 이상,10만원,제한없음,2.4,deposit,427
427,C01,BNK저축은행,정기예금(단리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,6개월 이상,10만원,제한없음,3.0,deposit,428
428,C01,BNK저축은행,정기예금(단리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,12개월 이상,10만원,제한없음,4.2,deposit,429
429,C01,BNK저축은행,정기예금(단리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,24개월 이상,10만원,제한없음,3.2,deposit,430
430,C01,BNK저축은행,정기예금(단리식),여유자금을 일정기간 예치하고 만기시 또는 매달 이자를 받고 만기일에 원금을 받는 상품,36개월,10만원,제한없음,3.0,deposit,431
431,C10,조흥저축은행,e-정기예금(단리),비대면정기예금 단리식,24개월,10만원,제한없음,3.6,deposit,432
432,C09,우리저축은행,정기예금(단리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,1개월,10만원,제한없음,1.0,deposit,433
433,C09,우리저축은행,정기예금(단리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,3개월,10만원,제한없음,1.5,deposit,434
434,C09,우리저축은행,정기예금(단리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,6개월,10만원,제한없음,1.9,deposit,435
435,C09,우리저축은행,정기예금(단리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,12개월,10만원,제한없음,4.5,deposit,436
436,C09,우리저축은행,정기예금(단리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,18개월,10만원,제한없음,3.0,deposit,437
437,C09,우리저축은행,정기예금(단리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,24개월,10만원,제한없음,1.0,deposit,438
438,C09,우리저축은행,정기예금(복리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,1개월,10만원,제한없음,1.0,deposit,439
439,C09,우리저축은행,정기예금(복리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,3개월,10만원,제한없음,1.5,deposit,440
440,C09,우리저축은행,정기예금(복리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,6개월,10만원,제한없음,1.9,deposit,441
441,C09,우리저축은행,정기예금(복리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,12개월,10만원,제한없음,4.5,deposit,442
442,C09,우리저축은행,정기예금(복리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,18개월,10만원,제한없음,3.0,deposit,443
443,C09,우리저축은행,정기예금(복리),목돈을 일정기간 동안 예치하여 안정적인 수익을 추구하는 예금상품,24개월,10만원,제한없음,1.0,deposit,444
444,C10,조흥저축은행,e-정기예금(단리),비대면정기예금 단리식,1개월,10만원,제한없음,0.8,deposit,445
445,C10,조흥저축은행,e-정기예금(단리),비대면정기예금 단리식,3개월,10만원,제한없음,2.5,deposit,446
446,C10,조흥저축은행,e-정기예금(단리),비대면정기예금 단리식,6개월,10만원,제한없음,4.5,deposit,447
447,C10,조흥저축은행,e-정기예금(단리),비대면정기예금 단리식,36개월,10만원,제한없음,3.6,deposit,448
448,E04,삼호저축은행,정기예금(단리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,12개월 이상,10만원 이상,제한없음,3.8,deposit,449
449,F05,오투저축은행,복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,450
450,B03,남양저축은행,비대면-정기예금단리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",1개월 이상,10만원,제한없음,2.0,deposit,451
451,B03,남양저축은행,비대면-정기예금단리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",3개월 이상,10만원,제한없음,2.5,deposit,452
452,B03,남양저축은행,비대면-정기예금단리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",6개월 이상,10만원,제한없음,3.0,deposit,453
453,D02,대백저축은행,정기예금복리식,여유자금으로 높은 수익을 얻을 수 있는 대표적인 예금상품으로 여유자금을 일정기간 예치하고 매월 이자를 받는 상품,6개월 이상,"100,000원 이상",제한없음,3.8,deposit,454
454,B03,남양저축은행,비대면-정기예금단리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",12개월 이상,10만원,제한없음,4.3,deposit,455
455,B03,남양저축은행,비대면-정기예금단리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",18개월 이상,10만원,제한없음,3.3,deposit,456
456,B03,남양저축은행,비대면-정기예금복리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",1개월 이상,10만원,제한없음,2.0,deposit,457
457,B03,남양저축은행,비대면-정기예금복리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",3개월 이상,10만원,제한없음,2.5,deposit,458
458,B03,남양저축은행,비대면-정기예금복리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",12개월 이상,10만원,제한없음,4.1,deposit,459
459,B03,남양저축은행,비대면-정기예금복리식,"일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 
만료되었을 때 정해진 이자를 받은 상품으로 목돈 운용에 적합",18개월 이상,10만원,제한없음,3.3,deposit,460
460,032,부산은행,LIVE정기예금,특판 전용 정기예금,6개월 이상,1천만원,제한없음,2.55,deposit,461
461,B04,모아저축은행,회전정기예금,"회전주기(1년)마다 12개월 정기예금 금리에
 0.1%를 더해 자동 재예치되는 상품",36개월,10만원,제한없음,4.1,deposit,462
462,B04,모아저축은행,정기예금,일정기간 동안 목돈을 예치하고 이자를 지급받는 온라인 전용 목돈운용 상품,1개월 이상,10만원,제한없음,2.1,deposit,463
463,B04,모아저축은행,정기예금,일정기간 동안 목돈을 예치하고 이자를 지급받는 온라인 전용 목돈운용 상품,3개월 이상,10만원,제한없음,2.2,deposit,464
464,B04,모아저축은행,정기예금,일정기간 동안 목돈을 예치하고 이자를 지급받는 온라인 전용 목돈운용 상품,6개월 이상,10만원,제한없음,4.0,deposit,465
465,B04,모아저축은행,정기예금,일정기간 동안 목돈을 예치하고 이자를 지급받는 온라인 전용 목돈운용 상품,18개월 이상,10만원,제한없음,3.5,deposit,466
466,D05,드림저축은행,정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금 (매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식),9개월 이상,10만원 이상,제한없음,3.5,deposit,467
467,A06,OSB저축은행,단리 정기예금,"금리 하락 시에도 변동없는 확정금리 상품으로 고객님의 
여유자금을 안전하게 운용할 수 있는 목돈 굴리기 상품",6개월 이상,10만원,제한없음,4.3,deposit,468
468,Z03,카카오뱅크,정기예금,"자유롭게 기간을 정하고, 일정한 금액을 한번에 예치하여 목돈을 굴리는 상품 ? 급하게 돈이 필요한 경우 해지 없이도 가입금액 중 일부를 출금할 수 있고, 자동해지, 자동연장 등 만기도 자동으로 관리 가능",3개월이상,100만원이상,제한없음,3.2,deposit,469
469,020,우리은행,정기예금,원하는 기간동안 자유롭게 목돈 굴리기,6개월 이상,제한없음,제한없음,2.3,deposit,470
470,A10,민국저축은행,e-행복정기예금단리식,인터넷뱅킹을 이용하여 가입가능한 목돈굴리기 상품입니다.,1개월 이상,10만원,제한없음,1.6,deposit,471
471,A10,민국저축은행,e-행복정기예금단리식,인터넷뱅킹을 이용하여 가입가능한 목돈굴리기 상품입니다.,18개월 이상,10만원,제한없음,3.0,deposit,472
472,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,473
473,A10,민국저축은행,e-행복정기예금복리식,인터넷뱅킹을 이용하여 가입가능한 목돈굴리기 상품입니다.,1개월 이상,10만원,제한없음,1.6,deposit,474
474,A10,민국저축은행,e-행복정기예금복리식,인터넷뱅킹을 이용하여 가입가능한 목돈굴리기 상품입니다.,6개월 이상,10만원,제한없음,2.5,deposit,475
475,A10,민국저축은행,e-행복정기예금복리식,인터넷뱅킹을 이용하여 가입가능한 목돈굴리기 상품입니다.,12개월 이상,10만원,제한없음,3.8,deposit,476
476,A10,민국저축은행,e-행복정기예금복리식,인터넷뱅킹을 이용하여 가입가능한 목돈굴리기 상품입니다.,18개월 이상,10만원,제한없음,3.0,deposit,477
477,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,478
478,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,479
479,B05,부림저축은행,톡톡정기예금(단리식),"목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품
 영업점을 방문하지않고 가입이 가능한 상품입니다.(비대면전용상품)",3개월 이상,10만원,제한없음,2.2,deposit,480
480,B05,부림저축은행,톡톡정기예금(단리식),"목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품
 영업점을 방문하지않고 가입이 가능한 상품입니다.(비대면전용상품)",6개월 이상,10만원,제한없음,3.4,deposit,481
481,B05,부림저축은행,톡톡정기예금(단리식),"목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품
 영업점을 방문하지않고 가입이 가능한 상품입니다.(비대면전용상품)",12개월 이상,10만원,제한없음,3.9,deposit,482
482,B05,부림저축은행,톡톡정기예금(단리식),"목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품
 영업점을 방문하지않고 가입이 가능한 상품입니다.(비대면전용상품)",24개월,10만원,제한없음,2.9,deposit,483
483,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",1개월 이상,10만원,제한없음,2.0,deposit,484
484,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),1개월 이상,10만원,제한없음,2.0,deposit,485
485,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",3개월 이상,10만원,제한없음,2.2,deposit,486
486,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",6개월 이상,10만원,제한없음,3.4,deposit,487
487,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",12개월 이상,10만원,제한없음,3.9,deposit,488
488,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",24개월,10만원,제한없음,2.9,deposit,489
489,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),6개월 이상,10만원,제한없음,3.4,deposit,490
490,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),1개월 이상,10만원,제한없음,2.0,deposit,491
491,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),3개월 이상,10만원,제한없음,2.2,deposit,492
492,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),6개월 이상,10만원,제한없음,3.4,deposit,493
493,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),12개월 이상,10만원,제한없음,3.9,deposit,494
494,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),24개월,10만원,제한없음,2.9,deposit,495
495,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),12개월 이상,10만원,제한없음,3.9,deposit,496
496,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),24개월,10만원,제한없음,2.9,deposit,497
497,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,6개월이상,100만원 이상,제한없음,3.59,deposit,498
498,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,12개월이상,100만원이상,제한없음,3.69,deposit,499
499,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,24개월이상,100만원 이상,제한없음,3.92,deposit,500
500,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,36개월,100만원 이상,제한없음,4.0,deposit,501
501,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,1개월이상,500만원 이상,제한없음,2.95,deposit,502
502,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,3개월이상,500만원 이상,제한없음,3.0,deposit,503
503,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,6개월이상,500만원 이상,제한없음,3.1,deposit,504
504,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,12개월이상,500만원 이상,제한없음,3.15,deposit,505
505,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,24개월이상,500만원 이상,제한없음,3.25,deposit,506
506,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,36개월,500만원 이상,제한없음,3.3,deposit,507
507,071,우체국,초록별사랑정기예금,"종이통장 미 발행, 탄소중립 실천, 환경지킴 서약 등 친환경 활동과 기부 활동 참여 시 우대혜택을 제공하는 정기예금",12개월,100만원이상,"5,000만원이하",2.35,deposit,508
508,071,우체국,우체국편리한e정기예금,"보너스 입금, 비상금 출금, 자동 재예치, 만기 자동해지 서비스로 편리한 목돈 활용이 가능한 디지털 정기예금",6개월이상,100만원이상,5.000만원이하,2.1,deposit,509
509,071,우체국,우체국편리한e정기예금,"보너스 입금, 비상금 출금, 자동 재예치, 만기 자동해지 서비스로 편리한 목돈 활용이 가능한 디지털 정기예금",9개월이상,100만원이상,5.000만원이하,2.15,deposit,510
510,071,우체국,우체국편리한e정기예금,"보너스 입금, 비상금 출금, 자동 재예치, 만기 자동해지 서비스로 편리한 목돈 활용이 가능한 디지털 정기예금",12개월,100만원이상,5.000만원이하,2.35,deposit,511
511,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,6개월이상,500만원이상,제한없음,2.1,deposit,512
512,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,9개월이상,500만원이상,제한없음,2.15,deposit,513
513,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,12개월이상,500만원이상,제한없음,2.35,deposit,514
514,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,24개월이상,500만원이상,제한없음,2.45,deposit,515
515,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,516
516,F05,오투저축은행,e-정기예금,일정기간 동안 목돈을 예치하고 매월 이자를 지급 받는 거치식 상품,6개월이상,10만원이상,제한없음,3.5,deposit,517
517,F05,오투저축은행,비대면 정기예금(복리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,518
518,A17,웰컴저축은행,웰뱅 회전 e - 정기예금 (복리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,519
519,A17,웰컴저축은행,웰뱅 회전 e - 정기예금 (단리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,520
520,F05,오투저축은행,복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,6개월이상,10만원이상,제한없음,3.5,deposit,521
521,F05,오투저축은행,e-복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,522
522,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,523
523,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,524
524,F02,상상인플러스저축은행,e-정기예금_단기,"영업점 방문없이 인터넷/스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다",6개월이상,10만원이상,제한없음,2.41,deposit,525
525,A23,하나저축,세바퀴정기예금,회전주기 (매1년) 마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금,36개월,10만원이상,제한없음,3.76,deposit,526
526,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,527
527,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,528
528,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,529
529,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,530
530,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,531
531,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,532
532,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,533
533,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,534
534,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,535
535,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,536
